"Time Window","SYN Rate","SYN Percentage","Port Spread","ACK Response Rate","Source Diversity","Scan Intensity","Risk Assessment","Scan Archetype","Suggested Action","Explanation"
"long","low","overwhelming","broad sweep","no response","centralized","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; single/few sources; minimal ACK responses; = stealth scan behavior"
"long","low","overwhelming","broad sweep","no response","moderately distributed","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; minimal ACK responses; = stealth scan behavior"
"long","low","overwhelming","broad sweep","no response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","low SYN rate; broad port sweep; highly distributed sources; minimal ACK responses; = distributed scanning"
"long","low","overwhelming","broad sweep","minimal response","centralized","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; single/few sources; minimal ACK responses; = stealth scan behavior"
"long","low","overwhelming","broad sweep","minimal response","moderately distributed","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; minimal ACK responses; = stealth scan behavior"
"long","low","overwhelming","broad sweep","minimal response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","low SYN rate; broad port sweep; highly distributed sources; minimal ACK responses; = distributed scanning"
"long","low","overwhelming","broad sweep","partial response","centralized","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; single/few sources; = stealth scan behavior"
"long","low","overwhelming","broad sweep","partial response","moderately distributed","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; = stealth scan behavior"
"long","low","overwhelming","broad sweep","partial response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","low SYN rate; broad port sweep; highly distributed sources; = distributed scanning"
"long","low","overwhelming","broad sweep","widespread response","centralized","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; single/few sources; = stealth scan behavior"
"long","low","overwhelming","broad sweep","widespread response","moderately distributed","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; = stealth scan behavior"
"long","low","overwhelming","broad sweep","widespread response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","low SYN rate; broad port sweep; highly distributed sources; = distributed scanning"
"long","low","overwhelming","broad sweep","broad response","centralized","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; single/few sources; = stealth scan behavior"
"long","low","overwhelming","broad sweep","broad response","moderately distributed","High","critical","stealth","Enhanced monitoring","low SYN rate; broad port sweep; = stealth scan behavior"
"long","low","overwhelming","broad sweep","broad response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","low SYN rate; broad port sweep; highly distributed sources; = distributed scanning"
"long","low","overwhelming","broad sweep","complete response","centralized","High","none","likely benign","Monitor only","low SYN rate; broad port sweep; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"long","low","overwhelming","broad sweep","complete response","moderately distributed","High","none","likely benign","Monitor only","low SYN rate; broad port sweep; complete ACK responses (likely benign); = likely legitimate traffic"
"long","low","overwhelming","broad sweep","complete response","highly distributed","High","none","likely benign","Monitor only","low SYN rate; broad port sweep; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"long","moderate","minimal","one","no response","centralized","Moderate","moderate","obfuscated","Alert SOC","single/few sources; minimal ACK responses"
"long","moderate","minimal","one","minimal response","centralized","Moderate","moderate","obfuscated","Alert SOC","single/few sources; minimal ACK responses"
"long","moderate","minimal","one","partial response","centralized","Moderate","moderate","obfuscated","Alert SOC","single/few sources"
"long","moderate","minimal","one","widespread response","centralized","Moderate","moderate","obfuscated","Alert SOC","single/few sources"
"long","moderate","minimal","one","broad response","centralized","Moderate","moderate","obfuscated","Alert SOC","single/few sources"
"long","moderate","minimal","one","complete response","centralized","Moderate","none","likely benign","Monitor only","single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"long","moderate","minimal","a few","no response","centralized","Moderate","moderate","obfuscated","Alert SOC","single/few sources; minimal ACK responses"
"long","moderate","minimal","a few","no response","moderately distributed","Moderate","moderate","obfuscated","Alert SOC","minimal ACK responses"
"long","moderate","minimal","a few","no response","highly distributed","Moderate","critical","distributed","Alert SOC + Coordinate response","highly distributed sources; minimal ACK responses; = distributed scanning"
"long","moderate","minimal","a few","minimal response","centralized","Moderate","moderate","obfuscated","Alert SOC","single/few sources; minimal ACK responses"
